name,type,rarity,vendor_value,id,icon,level,item_type,item_weight_class
Ravaging Flame Greatsword of Ogre Slaying,Weapon,Rare,189,32896,https://render.guildwars2.com/file/45D06EB50740DD00A4D7080F7749BD2ED4CC2CC7/68905.png,46,Greatsword,NA
Ravaging Flame Greatsword of Earth,Weapon,Rare,212,32897,https://render.guildwars2.com/file/45D06EB50740DD00A4D7080F7749BD2ED4CC2CC7/68905.png,53,Greatsword,NA
Ravaging Flame Crusher of Battle,Weapon,Rare,167,32898,https://render.guildwars2.com/file/64EA021DC05A4D024D807A2075F8494A5977CA2A/67278.png,39,Hammer,NA
Ravaging Flame Crusher of Ogre Slaying,Weapon,Rare,189,32899,https://render.guildwars2.com/file/64EA021DC05A4D024D807A2075F8494A5977CA2A/67278.png,46,Hammer,NA
Ravaging Flame Crusher of Earth,Weapon,Rare,212,32900,https://render.guildwars2.com/file/64EA021DC05A4D024D807A2075F8494A5977CA2A/67278.png,53,Hammer,NA
Ravaging Flame Spear of Battle,Weapon,Rare,167,32901,https://render.guildwars2.com/file/C9D4D7EEDFBC454492A3BCCE050F2EC2E8000851/780622.png,39,Harpoon,NA
Ravaging Flame Spear of Ogre Slaying,Weapon,Rare,189,32902,https://render.guildwars2.com/file/C9D4D7EEDFBC454492A3BCCE050F2EC2E8000851/780622.png,46,Harpoon,NA
Ravaging Flame Spear of Earth,Weapon,Rare,212,32903,https://render.guildwars2.com/file/C9D4D7EEDFBC454492A3BCCE050F2EC2E8000851/780622.png,53,Harpoon,NA
Ravaging Flame Bow of Battle,Weapon,Rare,167,32904,https://render.guildwars2.com/file/C565D3253F4D6D32E1D89D462CD8B56003B8FABC/67832.png,39,LongBow,NA
Ravaging Flame Bow of Ogre Slaying,Weapon,Rare,189,32905,https://render.guildwars2.com/file/C565D3253F4D6D32E1D89D462CD8B56003B8FABC/67832.png,46,LongBow,NA
Ravaging Flame Bow of Earth,Weapon,Rare,212,32906,https://render.guildwars2.com/file/C565D3253F4D6D32E1D89D462CD8B56003B8FABC/67832.png,53,LongBow,NA
Ravaging Flame Mace of Battle,Weapon,Rare,111,32907,https://render.guildwars2.com/file/F59A20F2A633086B067C06ED6F0B53A0973CFCCC/67837.png,39,Mace,NA
Ravaging Flame Mace of Ogre Slaying,Weapon,Rare,126,32908,https://render.guildwars2.com/file/F59A20F2A633086B067C06ED6F0B53A0973CFCCC/67837.png,46,Mace,NA
Ravaging Flame Mace of Earth,Weapon,Rare,141,32909,https://render.guildwars2.com/file/F59A20F2A633086B067C06ED6F0B53A0973CFCCC/67837.png,53,Mace,NA
Ravaging Flame Pistol of Battle,Weapon,Rare,111,32910,https://render.guildwars2.com/file/DB1E14D8C1512615310B450AA95CDAE6D86CD80C/67838.png,39,Pistol,NA
Ravaging Flame Pistol of Ogre Slaying,Weapon,Rare,126,32911,https://render.guildwars2.com/file/DB1E14D8C1512615310B450AA95CDAE6D86CD80C/67838.png,46,Pistol,NA
Ravaging Flame Pistol of Earth,Weapon,Rare,141,32912,https://render.guildwars2.com/file/DB1E14D8C1512615310B450AA95CDAE6D86CD80C/67838.png,53,Pistol,NA
Ravaging Flame Rifle of Battle,Weapon,Rare,167,32913,https://render.guildwars2.com/file/4C6B7C3BCAA49D11F8D0D6A5B1025B2ADB7F3800/67264.png,39,Rifle,NA
Ravaging Flame Rifle of Ogre Slaying,Weapon,Rare,189,32914,https://render.guildwars2.com/file/4C6B7C3BCAA49D11F8D0D6A5B1025B2ADB7F3800/67264.png,46,Rifle,NA
Ravaging Flame Rifle of Earth,Weapon,Rare,212,32915,https://render.guildwars2.com/file/4C6B7C3BCAA49D11F8D0D6A5B1025B2ADB7F3800/67264.png,53,Rifle,NA
Ravaging Flame Scepter of Battle,Weapon,Rare,111,32916,https://render.guildwars2.com/file/C29F0122AA2D6E9576B732E36401A9674A620503/67839.png,39,Scepter,NA
Ravaging Flame Scepter of Ogre Slaying,Weapon,Rare,126,32917,https://render.guildwars2.com/file/C29F0122AA2D6E9576B732E36401A9674A620503/67839.png,46,Scepter,NA
Ravaging Flame Scepter of Earth,Weapon,Rare,141,32918,https://render.guildwars2.com/file/C29F0122AA2D6E9576B732E36401A9674A620503/67839.png,53,Scepter,NA
Ravaging Flame Guard of Battle,Weapon,Rare,111,32919,https://render.guildwars2.com/file/9AEC99D35450EEC8F691C97F7770303BF759D9ED/67840.png,39,Shield,NA
Ravaging Flame Guard of Ogre Slaying,Weapon,Rare,126,32920,https://render.guildwars2.com/file/9AEC99D35450EEC8F691C97F7770303BF759D9ED/67840.png,46,Shield,NA
Ravaging Flame Guard of Earth,Weapon,Rare,141,32921,https://render.guildwars2.com/file/9AEC99D35450EEC8F691C97F7770303BF759D9ED/67840.png,53,Shield,NA
Ravaging Flame Short Bow of Battle,Weapon,Rare,167,32922,https://render.guildwars2.com/file/192FA706CF0235DFA026610B99124480C406F032/67833.png,39,ShortBow,NA
Ravaging Flame Short Bow of Ogre Slaying,Weapon,Rare,189,32923,https://render.guildwars2.com/file/192FA706CF0235DFA026610B99124480C406F032/67833.png,46,ShortBow,NA
Ravaging Flame Short Bow of Earth,Weapon,Rare,212,32924,https://render.guildwars2.com/file/192FA706CF0235DFA026610B99124480C406F032/67833.png,53,ShortBow,NA
Ravaging Flame Speargun of Battle,Weapon,Rare,167,32925,https://render.guildwars2.com/file/D5629AAADFBB95210810C6B65248E01404FDBEDE/779993.png,39,Speargun,NA
Ravaging Flame Speargun of Ogre Slaying,Weapon,Rare,189,32926,https://render.guildwars2.com/file/D5629AAADFBB95210810C6B65248E01404FDBEDE/779993.png,46,Speargun,NA
Ravaging Flame Speargun of Earth,Weapon,Rare,212,32927,https://render.guildwars2.com/file/D5629AAADFBB95210810C6B65248E01404FDBEDE/779993.png,53,Speargun,NA
Ravaging Flame Staff of Battle,Weapon,Rare,167,32928,https://render.guildwars2.com/file/00DC9C6326EE2B0AB1A016C060ADBABDC9EE572F/67841.png,39,Staff,NA
Ravaging Flame Staff of Ogre Slaying,Weapon,Rare,189,32929,https://render.guildwars2.com/file/00DC9C6326EE2B0AB1A016C060ADBABDC9EE572F/67841.png,46,Staff,NA
Ravaging Flame Staff of Earth,Weapon,Rare,212,32930,https://render.guildwars2.com/file/00DC9C6326EE2B0AB1A016C060ADBABDC9EE572F/67841.png,53,Staff,NA
Ravaging Flame Blade of Battle,Weapon,Rare,111,32931,https://render.guildwars2.com/file/FF9C9423AEA40F1A2FE166390DC894139E57047C/67842.png,39,Sword,NA
Ravaging Flame Blade of Ogre Slaying,Weapon,Rare,126,32932,https://render.guildwars2.com/file/FF9C9423AEA40F1A2FE166390DC894139E57047C/67842.png,46,Sword,NA
Ravaging Flame Blade of Earth,Weapon,Rare,141,32933,https://render.guildwars2.com/file/FF9C9423AEA40F1A2FE166390DC894139E57047C/67842.png,53,Sword,NA
Ravaging Flame Carrier of Battle,Weapon,Rare,111,32934,https://render.guildwars2.com/file/42D0B4090937BFF575DDC4CDC8339DE63BB2013C/67843.png,39,Torch,NA
Ravaging Flame Carrier of Ogre Slaying,Weapon,Rare,126,32935,https://render.guildwars2.com/file/42D0B4090937BFF575DDC4CDC8339DE63BB2013C/67843.png,46,Torch,NA
Ravaging Flame Carrier of Earth,Weapon,Rare,141,32936,https://render.guildwars2.com/file/42D0B4090937BFF575DDC4CDC8339DE63BB2013C/67843.png,53,Torch,NA
Ravaging Flame Trident of Battle,Weapon,Rare,167,32937,https://render.guildwars2.com/file/7E156706AA79B8F16D357C71AC02029EDACE300F/780045.png,39,Trident,NA
Ravaging Flame Trident of Ogre Slaying,Weapon,Rare,189,32938,https://render.guildwars2.com/file/7E156706AA79B8F16D357C71AC02029EDACE300F/780045.png,46,Trident,NA
Ravaging Flame Trident of Earth,Weapon,Rare,212,32939,https://render.guildwars2.com/file/7E156706AA79B8F16D357C71AC02029EDACE300F/780045.png,53,Trident,NA
Ravaging Flame Warhorn of Battle,Weapon,Rare,111,32940,https://render.guildwars2.com/file/53B31920DA5A952E4001EF4701350DC4744DCD79/67844.png,39,Warhorn,NA
Ravaging Flame Warhorn of Ogre Slaying,Weapon,Rare,126,32941,https://render.guildwars2.com/file/53B31920DA5A952E4001EF4701350DC4744DCD79/67844.png,46,Warhorn,NA
Ravaging Flame Warhorn of Earth,Weapon,Rare,141,32942,https://render.guildwars2.com/file/53B31920DA5A952E4001EF4701350DC4744DCD79/67844.png,53,Warhorn,NA
Carrion Flame Cleaver of Water,Weapon,Rare,156,32943,https://render.guildwars2.com/file/DCF12F43C72FDFC44600425DFB6B9F4FC1CA5342/67831.png,60,Axe,NA
Carrion Flame Cleaver of Corruption,Weapon,Rare,168,32944,https://render.guildwars2.com/file/DCF12F43C72FDFC44600425DFB6B9F4FC1CA5342/67831.png,67,Axe,NA
Carrion Flame Cleaver of Energy,Weapon,Rare,183,32945,https://render.guildwars2.com/file/DCF12F43C72FDFC44600425DFB6B9F4FC1CA5342/67831.png,74,Axe,NA
Carrion Flame Cleaver of Air,Weapon,Rare,198,32946,https://render.guildwars2.com/file/DCF12F43C72FDFC44600425DFB6B9F4FC1CA5342/67831.png,80,Axe,NA
Carrion Flame Dagger of Water,Weapon,Rare,156,32947,https://render.guildwars2.com/file/2E706E005EE5CD39D0A23198EBB9780CFC0CE2EF/67835.png,60,Dagger,NA
Carrion Flame Dagger of Corruption,Weapon,Rare,168,32948,https://render.guildwars2.com/file/2E706E005EE5CD39D0A23198EBB9780CFC0CE2EF/67835.png,67,Dagger,NA
Carrion Flame Dagger of Energy,Weapon,Rare,183,32949,https://render.guildwars2.com/file/2E706E005EE5CD39D0A23198EBB9780CFC0CE2EF/67835.png,74,Dagger,NA
Carrion Flame Dagger of Air,Weapon,Rare,198,32950,https://render.guildwars2.com/file/2E706E005EE5CD39D0A23198EBB9780CFC0CE2EF/67835.png,80,Dagger,NA
Carrion Flame Focus of Water,Weapon,Rare,156,32951,https://render.guildwars2.com/file/AC19E596C62C442553C30D5EBCE96DA1AB07CD63/67836.png,60,Focus,NA
Carrion Flame Focus of Corruption,Weapon,Rare,168,32952,https://render.guildwars2.com/file/AC19E596C62C442553C30D5EBCE96DA1AB07CD63/67836.png,67,Focus,NA
Carrion Flame Focus of Energy,Weapon,Rare,183,32953,https://render.guildwars2.com/file/AC19E596C62C442553C30D5EBCE96DA1AB07CD63/67836.png,74,Focus,NA
Carrion Flame Focus of Air,Weapon,Rare,198,32954,https://render.guildwars2.com/file/AC19E596C62C442553C30D5EBCE96DA1AB07CD63/67836.png,80,Focus,NA
Carrion Flame Greatsword of Water,Weapon,Rare,234,32955,https://render.guildwars2.com/file/45D06EB50740DD00A4D7080F7749BD2ED4CC2CC7/68905.png,60,Greatsword,NA
Carrion Flame Greatsword of Corruption,Weapon,Rare,252,32956,https://render.guildwars2.com/file/45D06EB50740DD00A4D7080F7749BD2ED4CC2CC7/68905.png,67,Greatsword,NA
Carrion Flame Greatsword of Energy,Weapon,Rare,275,32957,https://render.guildwars2.com/file/45D06EB50740DD00A4D7080F7749BD2ED4CC2CC7/68905.png,74,Greatsword,NA
Carrion Flame Greatsword of Air,Weapon,Rare,297,32958,https://render.guildwars2.com/file/45D06EB50740DD00A4D7080F7749BD2ED4CC2CC7/68905.png,80,Greatsword,NA
Carrion Flame Crusher of Water,Weapon,Rare,234,32959,https://render.guildwars2.com/file/64EA021DC05A4D024D807A2075F8494A5977CA2A/67278.png,60,Hammer,NA
Carrion Flame Crusher of Corruption,Weapon,Rare,252,32960,https://render.guildwars2.com/file/64EA021DC05A4D024D807A2075F8494A5977CA2A/67278.png,67,Hammer,NA
Carrion Flame Crusher of Energy,Weapon,Rare,275,32961,https://render.guildwars2.com/file/64EA021DC05A4D024D807A2075F8494A5977CA2A/67278.png,74,Hammer,NA
Carrion Flame Crusher of Air,Weapon,Rare,297,32962,https://render.guildwars2.com/file/64EA021DC05A4D024D807A2075F8494A5977CA2A/67278.png,80,Hammer,NA
Carrion Flame Spear of Water,Weapon,Rare,234,32963,https://render.guildwars2.com/file/C9D4D7EEDFBC454492A3BCCE050F2EC2E8000851/780622.png,60,Harpoon,NA
Carrion Flame Spear of Corruption,Weapon,Rare,252,32964,https://render.guildwars2.com/file/C9D4D7EEDFBC454492A3BCCE050F2EC2E8000851/780622.png,67,Harpoon,NA
Carrion Flame Spear of Energy,Weapon,Rare,275,32965,https://render.guildwars2.com/file/C9D4D7EEDFBC454492A3BCCE050F2EC2E8000851/780622.png,74,Harpoon,NA
Carrion Flame Spear of Air,Weapon,Rare,297,32966,https://render.guildwars2.com/file/C9D4D7EEDFBC454492A3BCCE050F2EC2E8000851/780622.png,80,Harpoon,NA
Carrion Flame Bow of Water,Weapon,Rare,234,32967,https://render.guildwars2.com/file/C565D3253F4D6D32E1D89D462CD8B56003B8FABC/67832.png,60,LongBow,NA
Carrion Flame Bow of Corruption,Weapon,Rare,252,32968,https://render.guildwars2.com/file/C565D3253F4D6D32E1D89D462CD8B56003B8FABC/67832.png,67,LongBow,NA
Carrion Flame Bow of Energy,Weapon,Rare,275,32969,https://render.guildwars2.com/file/C565D3253F4D6D32E1D89D462CD8B56003B8FABC/67832.png,74,LongBow,NA
Carrion Flame Bow of Air,Weapon,Rare,297,32970,https://render.guildwars2.com/file/C565D3253F4D6D32E1D89D462CD8B56003B8FABC/67832.png,80,LongBow,NA
Carrion Flame Mace of Water,Weapon,Rare,156,32971,https://render.guildwars2.com/file/F59A20F2A633086B067C06ED6F0B53A0973CFCCC/67837.png,60,Mace,NA
Carrion Flame Mace of Corruption,Weapon,Rare,168,32972,https://render.guildwars2.com/file/F59A20F2A633086B067C06ED6F0B53A0973CFCCC/67837.png,67,Mace,NA
Carrion Flame Mace of Energy,Weapon,Rare,183,32973,https://render.guildwars2.com/file/F59A20F2A633086B067C06ED6F0B53A0973CFCCC/67837.png,74,Mace,NA
Carrion Flame Mace of Air,Weapon,Rare,198,32974,https://render.guildwars2.com/file/F59A20F2A633086B067C06ED6F0B53A0973CFCCC/67837.png,80,Mace,NA
Carrion Flame Pistol of Water,Weapon,Rare,156,32975,https://render.guildwars2.com/file/DB1E14D8C1512615310B450AA95CDAE6D86CD80C/67838.png,60,Pistol,NA
Carrion Flame Pistol of Corruption,Weapon,Rare,168,32976,https://render.guildwars2.com/file/DB1E14D8C1512615310B450AA95CDAE6D86CD80C/67838.png,67,Pistol,NA
Carrion Flame Pistol of Energy,Weapon,Rare,183,32977,https://render.guildwars2.com/file/DB1E14D8C1512615310B450AA95CDAE6D86CD80C/67838.png,74,Pistol,NA
Carrion Flame Pistol of Air,Weapon,Rare,198,32978,https://render.guildwars2.com/file/DB1E14D8C1512615310B450AA95CDAE6D86CD80C/67838.png,80,Pistol,NA
Carrion Flame Rifle of Water,Weapon,Rare,234,32979,https://render.guildwars2.com/file/4C6B7C3BCAA49D11F8D0D6A5B1025B2ADB7F3800/67264.png,60,Rifle,NA
Carrion Flame Rifle of Corruption,Weapon,Rare,252,32980,https://render.guildwars2.com/file/4C6B7C3BCAA49D11F8D0D6A5B1025B2ADB7F3800/67264.png,67,Rifle,NA
Carrion Flame Rifle of Energy,Weapon,Rare,275,32981,https://render.guildwars2.com/file/4C6B7C3BCAA49D11F8D0D6A5B1025B2ADB7F3800/67264.png,74,Rifle,NA
Carrion Flame Rifle of Air,Weapon,Rare,297,32982,https://render.guildwars2.com/file/4C6B7C3BCAA49D11F8D0D6A5B1025B2ADB7F3800/67264.png,80,Rifle,NA
Carrion Flame Scepter of Water,Weapon,Rare,156,32983,https://render.guildwars2.com/file/C29F0122AA2D6E9576B732E36401A9674A620503/67839.png,60,Scepter,NA
Carrion Flame Scepter of Corruption,Weapon,Rare,168,32984,https://render.guildwars2.com/file/C29F0122AA2D6E9576B732E36401A9674A620503/67839.png,67,Scepter,NA
Carrion Flame Scepter of Energy,Weapon,Rare,183,32985,https://render.guildwars2.com/file/C29F0122AA2D6E9576B732E36401A9674A620503/67839.png,74,Scepter,NA
Carrion Flame Scepter of Air,Weapon,Rare,198,32986,https://render.guildwars2.com/file/C29F0122AA2D6E9576B732E36401A9674A620503/67839.png,80,Scepter,NA
Carrion Flame Guard of Water,Weapon,Rare,156,32987,https://render.guildwars2.com/file/9AEC99D35450EEC8F691C97F7770303BF759D9ED/67840.png,60,Shield,NA
Carrion Flame Guard of Corruption,Weapon,Rare,168,32988,https://render.guildwars2.com/file/9AEC99D35450EEC8F691C97F7770303BF759D9ED/67840.png,67,Shield,NA
Carrion Flame Guard of Energy,Weapon,Rare,183,32989,https://render.guildwars2.com/file/9AEC99D35450EEC8F691C97F7770303BF759D9ED/67840.png,74,Shield,NA
Carrion Flame Guard of Air,Weapon,Rare,198,32990,https://render.guildwars2.com/file/9AEC99D35450EEC8F691C97F7770303BF759D9ED/67840.png,80,Shield,NA
Carrion Flame Short Bow of Water,Weapon,Rare,234,32991,https://render.guildwars2.com/file/192FA706CF0235DFA026610B99124480C406F032/67833.png,60,ShortBow,NA
Carrion Flame Short Bow of Corruption,Weapon,Rare,252,32992,https://render.guildwars2.com/file/192FA706CF0235DFA026610B99124480C406F032/67833.png,67,ShortBow,NA
Carrion Flame Short Bow of Energy,Weapon,Rare,275,32993,https://render.guildwars2.com/file/192FA706CF0235DFA026610B99124480C406F032/67833.png,74,ShortBow,NA
Carrion Flame Short Bow of Air,Weapon,Rare,297,32994,https://render.guildwars2.com/file/192FA706CF0235DFA026610B99124480C406F032/67833.png,80,ShortBow,NA
Carrion Flame Speargun of Water,Weapon,Rare,234,32995,https://render.guildwars2.com/file/D5629AAADFBB95210810C6B65248E01404FDBEDE/779993.png,60,Speargun,NA
Carrion Flame Speargun of Corruption,Weapon,Rare,252,32996,https://render.guildwars2.com/file/D5629AAADFBB95210810C6B65248E01404FDBEDE/779993.png,67,Speargun,NA
Carrion Flame Speargun of Energy,Weapon,Rare,275,32997,https://render.guildwars2.com/file/D5629AAADFBB95210810C6B65248E01404FDBEDE/779993.png,74,Speargun,NA
Carrion Flame Speargun of Air,Weapon,Rare,297,32998,https://render.guildwars2.com/file/D5629AAADFBB95210810C6B65248E01404FDBEDE/779993.png,80,Speargun,NA
Carrion Flame Staff of Water,Weapon,Rare,234,32999,https://render.guildwars2.com/file/00DC9C6326EE2B0AB1A016C060ADBABDC9EE572F/67841.png,60,Staff,NA
Carrion Flame Staff of Corruption,Weapon,Rare,252,33000,https://render.guildwars2.com/file/00DC9C6326EE2B0AB1A016C060ADBABDC9EE572F/67841.png,67,Staff,NA
Carrion Flame Staff of Energy,Weapon,Rare,275,33001,https://render.guildwars2.com/file/00DC9C6326EE2B0AB1A016C060ADBABDC9EE572F/67841.png,74,Staff,NA
Carrion Flame Staff of Air,Weapon,Rare,297,33002,https://render.guildwars2.com/file/00DC9C6326EE2B0AB1A016C060ADBABDC9EE572F/67841.png,80,Staff,NA
Carrion Flame Blade of Water,Weapon,Rare,156,33003,https://render.guildwars2.com/file/FF9C9423AEA40F1A2FE166390DC894139E57047C/67842.png,60,Sword,NA
Carrion Flame Blade of Corruption,Weapon,Rare,168,33004,https://render.guildwars2.com/file/FF9C9423AEA40F1A2FE166390DC894139E57047C/67842.png,67,Sword,NA
Carrion Flame Blade of Energy,Weapon,Rare,183,33005,https://render.guildwars2.com/file/FF9C9423AEA40F1A2FE166390DC894139E57047C/67842.png,74,Sword,NA
Carrion Flame Blade of Air,Weapon,Rare,198,33006,https://render.guildwars2.com/file/FF9C9423AEA40F1A2FE166390DC894139E57047C/67842.png,80,Sword,NA
Carrion Flame Carrier of Water,Weapon,Rare,156,33007,https://render.guildwars2.com/file/42D0B4090937BFF575DDC4CDC8339DE63BB2013C/67843.png,60,Torch,NA
Carrion Flame Carrier of Corruption,Weapon,Rare,168,33008,https://render.guildwars2.com/file/42D0B4090937BFF575DDC4CDC8339DE63BB2013C/67843.png,67,Torch,NA
Carrion Flame Carrier of Energy,Weapon,Rare,183,33009,https://render.guildwars2.com/file/42D0B4090937BFF575DDC4CDC8339DE63BB2013C/67843.png,74,Torch,NA
Carrion Flame Carrier of Air,Weapon,Rare,198,33010,https://render.guildwars2.com/file/42D0B4090937BFF575DDC4CDC8339DE63BB2013C/67843.png,80,Torch,NA
Carrion Flame Trident of Water,Weapon,Rare,234,33011,https://render.guildwars2.com/file/7E156706AA79B8F16D357C71AC02029EDACE300F/780045.png,60,Trident,NA
Carrion Flame Trident of Corruption,Weapon,Rare,252,33012,https://render.guildwars2.com/file/7E156706AA79B8F16D357C71AC02029EDACE300F/780045.png,67,Trident,NA
Carrion Flame Trident of Energy,Weapon,Rare,275,33013,https://render.guildwars2.com/file/7E156706AA79B8F16D357C71AC02029EDACE300F/780045.png,74,Trident,NA
Carrion Flame Trident of Air,Weapon,Rare,297,33014,https://render.guildwars2.com/file/7E156706AA79B8F16D357C71AC02029EDACE300F/780045.png,80,Trident,NA
Carrion Flame Warhorn of Water,Weapon,Rare,156,33015,https://render.guildwars2.com/file/53B31920DA5A952E4001EF4701350DC4744DCD79/67844.png,60,Warhorn,NA
Carrion Flame Warhorn of Corruption,Weapon,Rare,168,33016,https://render.guildwars2.com/file/53B31920DA5A952E4001EF4701350DC4744DCD79/67844.png,67,Warhorn,NA
Carrion Flame Warhorn of Energy,Weapon,Rare,183,33017,https://render.guildwars2.com/file/53B31920DA5A952E4001EF4701350DC4744DCD79/67844.png,74,Warhorn,NA
Carrion Flame Warhorn of Air,Weapon,Rare,198,33018,https://render.guildwars2.com/file/53B31920DA5A952E4001EF4701350DC4744DCD79/67844.png,80,Warhorn,NA
Dull Hatchet,Weapon,Basic,1,33343,https://render.guildwars2.com/file/F0386CA4B7B424B01B54D7724D12A3DF09203E6D/66151.png,0,Axe,NA
Cracked Longbow,Weapon,Basic,1,33344,https://render.guildwars2.com/file/4FA22FDDFD0A2BE9654504E608FB6D5D0295CE0C/66157.png,0,LongBow,NA
Dull Knife,Weapon,Basic,1,33345,https://render.guildwars2.com/file/BDAAF7437FD44F2AA7592F0A1EC5F9EEC690F635/66164.png,0,Dagger,NA
Cracked Club,Weapon,Basic,1,33349,https://render.guildwars2.com/file/6E350F079207B60BFBD5A54A9F14E667677E0016/66184.png,0,Mace,NA
Old Pistol,Weapon,Basic,1,33350,https://render.guildwars2.com/file/B4BA303072A62C0AB73A0CBAF0632A38D8B4794A/66190.png,0,Pistol,NA
Crooked Rod,Weapon,Basic,1,33352,https://render.guildwars2.com/file/40539A620E4FF85EEE0D104BBE234E185142A2CC/66202.png,0,Scepter,NA
Dull Blade,Weapon,Basic,1,33355,https://render.guildwars2.com/file/4208D4020193450C234C0DC55F7EFCFAB236007B/66216.png,0,Sword,NA
Dull Trident,Weapon,Basic,1,33359,https://render.guildwars2.com/file/0C1D90976492C401B61EF1A5272F2B3D593C6592/66274.png,0,Trident,NA
Cracked Harpoon,Weapon,Basic,1,33360,https://render.guildwars2.com/file/4BE704BD20AADC9C3C0FC222DECA2E4D412CFA4A/66240.png,0,Harpoon,NA
Speargun,Weapon,Basic,1,33361,https://render.guildwars2.com/file/491298E66504934335705E5091CCCF29C2925B47/66246.png,0,Speargun,NA
Resilient Krytan Axe,Weapon,Fine,6,33438,https://render.guildwars2.com/file/FC26BFB3280B24576762056838F7BDCF6243E1BD/61644.png,0,Axe,NA
Resilient Krytan Axe,Weapon,Fine,11,33439,https://render.guildwars2.com/file/FC26BFB3280B24576762056838F7BDCF6243E1BD/61644.png,6,Axe,NA
Resilient Krytan Axe,Weapon,Fine,16,33440,https://render.guildwars2.com/file/FC26BFB3280B24576762056838F7BDCF6243E1BD/61644.png,11,Axe,NA
Resilient Krytan Axe,Weapon,Fine,20,33441,https://render.guildwars2.com/file/FC26BFB3280B24576762056838F7BDCF6243E1BD/61644.png,16,Axe,NA
Resilient Krytan Dagger,Weapon,Fine,6,33442,https://render.guildwars2.com/file/C625750CE2F7D60366E594CEBC20697439F92A19/61659.png,1,Dagger,NA
Resilient Krytan Dagger,Weapon,Fine,11,33443,https://render.guildwars2.com/file/C625750CE2F7D60366E594CEBC20697439F92A19/61659.png,6,Dagger,NA
Resilient Krytan Dagger,Weapon,Fine,16,33444,https://render.guildwars2.com/file/C625750CE2F7D60366E594CEBC20697439F92A19/61659.png,11,Dagger,NA
Resilient Krytan Dagger,Weapon,Fine,20,33445,https://render.guildwars2.com/file/C625750CE2F7D60366E594CEBC20697439F92A19/61659.png,16,Dagger,NA
Resilient Krytan Focus,Weapon,Fine,6,33446,https://render.guildwars2.com/file/BBFD79A8C5A7AF067FF2B9BF385E713291465869/61665.png,1,Focus,NA
Resilient Krytan Focus,Weapon,Fine,11,33447,https://render.guildwars2.com/file/BBFD79A8C5A7AF067FF2B9BF385E713291465869/61665.png,6,Focus,NA
Resilient Krytan Focus,Weapon,Fine,16,33448,https://render.guildwars2.com/file/BBFD79A8C5A7AF067FF2B9BF385E713291465869/61665.png,11,Focus,NA
Resilient Krytan Focus,Weapon,Fine,20,33449,https://render.guildwars2.com/file/BBFD79A8C5A7AF067FF2B9BF385E713291465869/61665.png,16,Focus,NA
Resilient Krytan Greatsword,Weapon,Fine,9,33450,https://render.guildwars2.com/file/CC31BBF5C565BB000AF150407329610572C20C3D/61671.png,1,Greatsword,NA
Resilient Krytan Greatsword,Weapon,Fine,17,33451,https://render.guildwars2.com/file/CC31BBF5C565BB000AF150407329610572C20C3D/61671.png,6,Greatsword,NA
Resilient Krytan Greatsword,Weapon,Fine,24,33452,https://render.guildwars2.com/file/CC31BBF5C565BB000AF150407329610572C20C3D/61671.png,11,Greatsword,NA
Resilient Krytan Greatsword,Weapon,Fine,30,33453,https://render.guildwars2.com/file/CC31BBF5C565BB000AF150407329610572C20C3D/61671.png,16,Greatsword,NA
Resilient Krytan Warhammer,Weapon,Fine,9,33454,https://render.guildwars2.com/file/FBE1BC5F0E3C3A4160E2E9B599F3E125030AB405/61677.png,1,Hammer,NA
Resilient Krytan Warhammer,Weapon,Fine,17,33455,https://render.guildwars2.com/file/FBE1BC5F0E3C3A4160E2E9B599F3E125030AB405/61677.png,6,Hammer,NA
Resilient Krytan Warhammer,Weapon,Fine,24,33456,https://render.guildwars2.com/file/FBE1BC5F0E3C3A4160E2E9B599F3E125030AB405/61677.png,11,Hammer,NA
Resilient Krytan Warhammer,Weapon,Fine,30,33457,https://render.guildwars2.com/file/FBE1BC5F0E3C3A4160E2E9B599F3E125030AB405/61677.png,16,Hammer,NA
Resilient Krytan Spear,Weapon,Fine,9,33458,https://render.guildwars2.com/file/3B43A2B3024DB30DAE3E930176080946B2E23BC1/780562.png,1,Harpoon,NA
Resilient Krytan Spear,Weapon,Fine,17,33459,https://render.guildwars2.com/file/3B43A2B3024DB30DAE3E930176080946B2E23BC1/780562.png,6,Harpoon,NA
Resilient Krytan Spear,Weapon,Fine,24,33460,https://render.guildwars2.com/file/3B43A2B3024DB30DAE3E930176080946B2E23BC1/780562.png,11,Harpoon,NA
Resilient Krytan Spear,Weapon,Fine,30,33461,https://render.guildwars2.com/file/3B43A2B3024DB30DAE3E930176080946B2E23BC1/780562.png,16,Harpoon,NA
Resilient Krytan Bow,Weapon,Fine,9,33462,https://render.guildwars2.com/file/1FA1C0C722B9751C4C378055231E14FCB51517BF/61650.png,1,LongBow,NA
Resilient Krytan Bow,Weapon,Fine,17,33463,https://render.guildwars2.com/file/1FA1C0C722B9751C4C378055231E14FCB51517BF/61650.png,6,LongBow,NA
Resilient Krytan Bow,Weapon,Fine,24,33464,https://render.guildwars2.com/file/1FA1C0C722B9751C4C378055231E14FCB51517BF/61650.png,11,LongBow,NA
Resilient Krytan Bow,Weapon,Fine,30,33465,https://render.guildwars2.com/file/1FA1C0C722B9751C4C378055231E14FCB51517BF/61650.png,16,LongBow,NA
